CustomerID,TotalOrders,TotalSpent,TotalItems,FirstPurchase,LastPurchase,AvgOrderValue,CustomerLifetime,Segment
12539,4,5568.35,2067,2011-01-10 09:11:00,2011-11-17 13:30:00,1392.0875,311,High Value
12540,17,13400.24,6685,2010-12-13 09:39:00,2011-11-20 11:31:00,788.2494117647059,342,High Value
12541,3,981.18,680,2011-03-04 09:32:00,2011-11-10 10:40:00,327.06,251,Low Value
12544,1,372.7,136,2011-11-03 16:15:00,2011-11-03 16:15:00,372.7,0,Low Value
12545,2,1000.39,523,2011-03-25 12:04:00,2011-09-25 13:39:00,500.195,184,Medium Value
12546,2,1161.5,633,2011-09-23 09:44:00,2011-10-24 12:09:00,580.75,31,Medium Value
12547,2,207.79999999999998,134,2011-03-04 12:46:00,2011-05-26 12:38:00,103.89999999999999,82,Low Value
12548,1,95.19999999999999,49,2011-06-26 15:35:00,2011-06-26 15:35:00,95.19999999999999,0,Low Value
12550,1,964.83,569,2011-09-21 14:35:00,2011-09-21 14:35:00,964.83,0,Low Value
12551,1,168.0,100,2010-12-17 11:23:00,2010-12-17 11:23:00,168.0,0,Low Value
12552,2,437.82,88,2011-10-31 12:11:00,2011-11-01 10:02:00,218.91,0,Low Value
12553,10,3692.28,1965,2011-01-14 10:42:00,2011-12-01 16:38:00,369.228,321,Medium Value
12556,2,599.56,355,2011-07-11 13:35:00,2011-10-20 13:06:00,299.78,100,Low Value
12557,5,11990.960000000001,4384,2010-12-03 12:20:00,2011-11-23 16:59:00,2398.192,355,High Value
12558,1,269.96,196,2011-12-02 10:41:00,2011-12-02 10:41:00,269.96,0,Low Value
12559,2,561.71,283,2011-01-24 10:12:00,2011-02-02 09:49:00,280.855,8,Low Value
12560,3,2134.01,1110,2011-07-19 15:55:00,2011-12-04 13:54:00,711.3366666666667,137,Medium Value
12561,1,238.85,177,2011-02-10 11:39:00,2011-02-10 11:39:00,238.85,0,Low Value
12562,7,3781.7400000000002,1779,2011-05-25 12:44:00,2011-12-01 17:20:00,540.2485714285715,190,Medium Value
12564,1,456.9,133,2011-03-23 14:55:00,2011-03-23 14:55:00,456.9,0,Low Value
12565,1,145.92,80,2011-02-24 10:34:00,2011-02-24 10:34:00,145.92,0,Low Value
12566,1,351.65,265,2011-09-14 14:30:00,2011-09-14 14:30:00,351.65,0,Low Value
12567,10,9401.28,4305,2010-12-05 11:57:00,2011-11-17 11:02:00,940.128,346,High Value
12569,32,4124.69,1801,2011-04-01 13:47:00,2011-12-07 16:24:00,128.8965625,250,Medium Value
12571,2,519.61,523,2011-08-10 12:35:00,2011-10-31 10:19:00,259.805,81,Low Value
12572,2,1020.42,452,2011-10-19 08:20:00,2011-12-01 09:20:00,510.21,43,Medium Value
12573,1,160.54000000000002,84,2011-04-26 15:52:00,2011-04-26 15:52:00,160.54000000000002,0,Low Value
12574,1,218.45,61,2011-01-28 09:20:00,2011-01-28 09:20:00,218.45,0,Low Value
12576,5,1315.83,967,2011-02-08 11:31:00,2011-11-04 10:11:00,263.166,268,Medium Value
12577,3,626.6,469,2010-12-15 16:21:00,2011-11-04 13:24:00,208.86666666666667,323,Low Value
12578,2,2794.51,1196,2011-01-13 15:34:00,2011-11-18 13:30:00,1397.255,308,Medium Value
12579,1,440.42,285,2011-09-22 17:15:00,2011-09-22 17:15:00,440.42,0,Low Value
12580,1,415.7,238,2011-04-07 10:24:00,2011-04-07 10:24:00,415.7,0,Low Value
12581,1,197.71,161,2011-10-31 08:56:00,2011-10-31 08:56:00,197.71,0,Low Value
12582,2,511.36,300,2011-02-24 11:42:00,2011-04-15 08:45:00,255.68,49,Low Value
12583,15,7281.38,5060,2010-12-01 08:45:00,2011-12-07 08:07:00,485.42533333333336,370,High Value
12584,9,2338.15,416,2011-03-04 15:15:00,2011-12-06 09:35:00,259.7944444444445,276,Medium Value
12585,2,2040.1,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,1020.05,117,Medium Value
12586,1,196.94000000000003,79,2011-11-22 16:24:00,2011-11-22 16:24:00,196.94000000000003,0,Low Value
12587,1,144.0,51,2011-12-02 12:47:00,2011-12-02 12:47:00,144.0,0,Low Value
12588,1,214.89999999999998,53,2011-10-31 15:01:00,2011-10-31 15:01:00,214.89999999999998,0,Low Value
12589,2,646.68,306,2011-07-18 12:05:00,2011-11-11 10:19:00,323.34,115,Low Value
12590,2,9864.26,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,4932.13,0,High Value
12591,1,452.84999999999997,228,2011-01-26 14:35:00,2011-01-26 14:35:00,452.84999999999997,0,Low Value
12592,2,437.6,290,2011-05-10 13:44:00,2011-09-08 15:04:00,218.8,121,Low Value
12593,3,418.09999999999997,206,2011-05-05 09:29:00,2011-08-23 12:43:00,139.36666666666665,110,Low Value
12594,10,3338.2200000000003,1777,2011-01-21 09:52:00,2011-11-02 12:20:00,333.822,285,Medium Value
12596,2,618.27,474,2011-04-11 13:22:00,2011-10-19 13:02:00,309.135,190,Low Value
12597,4,3811.22,2236,2011-03-16 14:00:00,2011-11-20 13:33:00,952.805,248,Medium Value
12598,8,3023.08,1964,2011-02-28 11:58:00,2011-11-30 12:18:00,377.885,275,Medium Value
12599,7,1032.58,956,2011-02-08 13:28:00,2011-11-10 13:34:00,147.51142857142855,275,Medium Value
12600,10,2599.04,774,2010-12-03 12:57:00,2011-11-11 10:29:00,259.904,342,Medium Value
12601,5,577.0600000000001,245,2011-01-11 10:38:00,2011-06-03 10:17:00,115.412,142,Low Value
12602,1,153.12,162,2011-10-12 11:22:00,2011-10-12 11:22:00,153.12,0,Low Value
12603,1,739.1999999999999,63,2011-11-18 10:42:00,2011-11-18 10:42:00,739.1999999999999,0,Low Value
12604,2,254.18,201,2011-03-23 12:06:00,2011-09-21 14:08:00,127.09,182,Low Value
12607,1,1579.51,1228,2011-10-10 16:06:00,2011-10-10 16:06:00,1579.51,0,Medium Value
12609,3,1126.85,648,2011-01-25 15:13:00,2011-09-22 16:34:00,375.6166666666666,240,Medium Value
12610,5,2099.54,1049,2011-08-05 13:52:00,2011-11-17 09:34:00,419.908,103,Medium Value
12611,1,1193.32,846,2011-10-18 13:12:00,2011-10-18 13:12:00,1193.32,0,Medium Value
12612,1,704.0400000000001,262,2011-09-26 15:35:00,2011-09-26 15:35:00,704.0400000000001,0,Low Value
12613,5,3344.38,1644,2011-03-22 15:42:00,2011-10-13 14:59:00,668.876,204,Medium Value
12614,1,315.6,76,2011-03-07 10:22:00,2011-03-07 10:22:00,315.6,0,Low Value
12615,4,2291.19,1376,2011-06-24 13:35:00,2011-12-07 15:02:00,572.7975,166,Medium Value
12616,2,713.3,284,2011-02-15 14:17:00,2011-09-05 15:17:00,356.65,202,Low Value
12617,1,352.98,210,2011-11-10 14:39:00,2011-11-10 14:39:00,352.98,0,Low Value
12618,1,177.31,96,2011-11-18 11:10:00,2011-11-18 11:10:00,177.31,0,Low Value
12619,9,3641.24,3378,2011-03-31 13:10:00,2011-11-23 14:52:00,404.5822222222222,237,Medium Value
12620,3,1339.41,1181,2011-05-19 12:10:00,2011-11-25 10:20:00,446.47,189,Medium Value
12621,20,13689.67,7440,2010-12-09 10:16:00,2011-12-08 11:25:00,684.4835,364,High Value
12622,1,180.1,69,2011-04-21 16:39:00,2011-04-21 16:39:00,180.1,0,Low Value
12623,1,305.1,191,2011-03-08 13:50:00,2011-03-08 13:50:00,305.1,0,Low Value
12624,2,641.13,355,2011-06-15 12:34:00,2011-08-25 15:04:00,320.565,71,Low Value
12625,2,2683.82,1612,2011-01-24 13:27:00,2011-05-12 09:54:00,1341.91,107,Medium Value
12626,9,6620.48,3453,2011-01-17 11:01:00,2011-11-16 16:06:00,735.6088888888888,303,High Value
12627,7,4478.53,2752,2011-07-22 13:59:00,2011-11-29 12:07:00,639.79,129,Medium Value
12628,3,786.46,448,2011-10-06 09:28:00,2011-12-05 13:15:00,262.15333333333336,60,Low Value
12630,2,1270.88,548,2011-10-27 10:41:00,2011-11-30 10:48:00,635.44,34,Medium Value
12631,1,640.5,236,2011-10-13 13:53:00,2011-10-13 13:53:00,640.5,0,Low Value
12633,4,2163.98,1162,2011-02-25 08:44:00,2011-10-12 11:40:00,540.995,229,Medium Value
12635,2,1689.18,1172,2011-07-08 08:43:00,2011-09-11 11:04:00,844.59,65,Medium Value
12637,8,6002.9,2994,2011-01-20 10:47:00,2011-10-03 13:46:00,750.3625,256,High Value
12638,1,671.69,577,2011-11-06 13:11:00,2011-11-06 13:11:00,671.69,0,Low Value
12639,1,486.1,201,2011-04-15 12:48:00,2011-04-15 12:48:00,486.1,0,Low Value
12640,3,1174.58,311,2011-09-19 12:01:00,2011-11-16 11:52:00,391.52666666666664,57,Medium Value
12641,1,185.9,72,2011-08-16 13:26:00,2011-08-16 13:26:00,185.9,0,Low Value
12642,3,1013.26,552,2011-08-24 09:23:00,2011-11-14 15:03:00,337.75333333333333,82,Medium Value
12643,6,3344.64,1808,2011-01-11 11:48:00,2011-08-03 12:56:00,557.4399999999999,204,Medium Value
12644,1,477.91,325,2011-08-02 10:33:00,2011-08-02 10:33:00,477.91,0,Low Value
12645,4,1775.18,1084,2011-01-27 13:08:00,2011-11-06 12:38:00,443.795,282,Medium Value
12646,2,1346.97,897,2011-10-21 12:52:00,2011-12-05 10:14:00,673.485,44,Medium Value
12647,12,3722.82,1431,2010-12-05 14:02:00,2011-11-17 12:56:00,310.235,346,Medium Value
12648,1,318.05,160,2011-07-08 11:55:00,2011-07-08 11:55:00,318.05,0,Low Value
12649,3,623.51,586,2011-05-11 14:37:00,2011-08-24 14:41:00,207.83666666666667,105,Low Value
12650,1,314.44,254,2011-12-06 16:34:00,2011-12-06 16:34:00,314.44,0,Low Value
12651,1,114.0,78,2011-01-09 12:46:00,2011-01-09 12:46:00,114.0,0,Low Value
12652,1,919.98,505,2011-01-12 15:00:00,2011-01-12 15:00:00,919.98,0,Low Value
12653,2,2209.85,919,2011-02-16 10:53:00,2011-07-14 10:41:00,1104.925,147,Medium Value
12654,5,601.98,264,2011-02-17 13:16:00,2011-11-29 10:10:00,120.396,284,Low Value
12656,5,4051.17,1723,2011-04-20 09:20:00,2011-11-22 13:42:00,810.234,216,Medium Value
12657,4,1643.18,1044,2011-09-22 11:40:00,2011-11-28 15:47:00,410.795,67,Medium Value
12658,1,686.05,320,2011-11-21 10:22:00,2011-11-21 10:22:00,686.05,0,Low Value
12659,1,91.68,105,2011-11-10 11:53:00,2011-11-10 11:53:00,91.68,0,Low Value
12660,1,245.1,127,2011-11-28 13:26:00,2011-11-28 13:26:00,245.1,0,Low Value
12662,11,3849.78,2058,2010-12-01 13:04:00,2011-12-09 11:59:00,349.98,372,Medium Value
12664,9,4881.88,1203,2011-01-21 11:42:00,2011-12-01 17:07:00,542.4311111111111,314,Medium Value
12665,1,63.0,37,2011-01-19 08:34:00,2011-01-19 08:34:00,63.0,0,Low Value
12667,1,620.13,395,2011-10-12 17:00:00,2011-10-12 17:00:00,620.13,0,Low Value
12668,4,3807.15,1634,2010-12-19 12:46:00,2011-11-28 10:56:00,951.7875,343,Medium Value
12669,3,2744.0299999999997,1115,2011-03-28 10:15:00,2011-07-12 09:54:00,914.6766666666666,105,Medium Value
12670,5,2996.05,1397,2011-04-21 10:16:00,2011-11-29 15:23:00,599.21,222,Medium Value
12672,1,225.89999999999998,78,2011-01-14 09:20:00,2011-01-14 09:20:00,225.89999999999998,0,Low Value
12673,2,610.52,351,2011-01-17 11:46:00,2011-12-04 13:55:00,305.26,321,Low Value
12674,4,1970.6,1133,2011-05-16 09:10:00,2011-11-01 12:12:00,492.65,169,Medium Value
12676,6,1331.39,670,2011-02-01 15:41:00,2011-11-15 12:25:00,221.89833333333334,286,Medium Value
12678,12,17628.46,10923,2010-12-21 11:00:00,2011-10-28 13:04:00,1469.0383333333332,311,High Value
12679,4,1113.02,554,2011-03-01 12:26:00,2011-10-12 12:30:00,278.255,225,Medium Value
